cand_id,rec_id,job_role,source,score,application,screening,interview,offer,hired
C0438,R2,Data Analyst,Careers page,63,1,1,0,0,0
C0439,R1,Data Analyst,LinkedIn,93,1,1,0,0,0
C0440,R1,HR Specialist,LinkedIn,65,1,1,1,0,0
C0441,R4,Data Analyst,Careers page,62,1,1,0,0,0
C0442,R2,Software Engineer,LinkedIn,77,1,1,1,0,0
C0443,R3,Data Analyst,Job board,67,1,1,0,0,0
C0444,R1,Data Analyst,Careers page,67,1,1,1,1,1
C0445,R5,Data Analyst,LinkedIn,67,1,1,0,0,0
C0446,R3,Marketing Associate,Careers page,59,1,1,0,0,0
C0447,R3,HR Specialist,Job board,59,1,1,1,0,0
C0448,R1,HR Specialist,LinkedIn,69,1,1,0,0,0
C0449,R4,Data Analyst,LinkedIn,77,1,1,1,1,1
C0450,R3,HR Specialist,LinkedIn,75,1,1,1,0,0
C0451,R2,Data Analyst,Careers page,69,1,1,1,0,0
C0452,R4,HR Specialist,LinkedIn,79,1,1,0,0,0
C0453,R4,Software Engineer,LinkedIn,86,1,1,1,1,1
C0454,R1,Data Analyst,Careers page,65,1,0,0,0,0
C0455,R1,Data Analyst,LinkedIn,56,1,0,0,0,0
C0456,R5,Software Engineer,Job board,71,1,0,0,0,0
C0457,R3,Data Analyst,LinkedIn,51,1,0,0,0,0
C0458,R3,Software Engineer,LinkedIn,72,1,1,1,1,1
C0459,R1,HR Specialist,LinkedIn,61,1,0,0,0,0
C0460,R1,Data Analyst,Job board,56,1,1,1,0,0
C0461,R5,Marketing Associate,Careers page,48,1,1,0,0,0
C0462,R4,Data Analyst,LinkedIn,46,1,1,1,0,0
C0463,R2,Software Engineer,Careers page,54,1,0,0,0,0
C0464,R1,HR Specialist,LinkedIn,69,1,1,0,0,0
C0465,R2,HR Specialist,Job board,50,1,1,0,0,0
C0466,R4,Data Analyst,LinkedIn,50,1,0,0,0,0
C0467,R1,Software Engineer,Job board,49,1,0,0,0,0
C0468,R3,Data Analyst,LinkedIn,71,1,1,1,0,0
C0469,R4,Data Analyst,Job board,49,1,1,1,0,0
C0470,R3,Data Analyst,Careers page,61,1,1,1,0,0
C0471,R1,Software Engineer,Job board,49,1,0,0,0,0
C0472,R5,Data Analyst,LinkedIn,83,1,0,0,0,0
C0473,R4,Data Analyst,Careers page,82,1,1,1,0,0
C0474,R3,Data Analyst,LinkedIn,65,1,0,0,0,0
C0475,R3,HR Specialist,Careers page,52,1,1,0,0,0
C0476,R4,HR Specialist,Job board,53,1,1,0,0,0
C0477,R2,Marketing Associate,LinkedIn,69,1,1,1,0,0
C0478,R1,Data Analyst,Job board,59,1,0,0,0,0
C0479,R1,Software Engineer,LinkedIn,70,1,0,0,0,0
C0480,R3,Data Analyst,Job board,30,1,0,0,0,0
C0481,R1,Software Engineer,LinkedIn,81,1,1,1,0,0
C0482,R3,Data Analyst,Job board,44,1,0,0,0,0
C0483,R4,Data Analyst,LinkedIn,63,1,1,1,1,0
C0484,R3,Data Analyst,Careers page,57,1,1,0,0,0
C0485,R5,Data Analyst,LinkedIn,82,1,1,0,0,0
C0486,R1,Marketing Associate,LinkedIn,72,1,1,1,0,0
C0487,R1,Marketing Associate,Careers page,45,1,0,0,0,0
C0488,R3,Data Analyst,Job board,49,1,1,0,0,0
C0489,R4,Data Analyst,LinkedIn,68,1,0,0,0,0
C0490,R5,HR Specialist,Job board,55,1,1,0,0,0
C0491,R5,HR Specialist,LinkedIn,75,1,1,1,0,0
C0492,R1,Data Analyst,Careers page,61,1,1,0,0,0
C0493,R2,Software Engineer,LinkedIn,51,1,0,0,0,0
C0494,R3,Data Analyst,Job board,60,1,1,0,0,0
C0495,R1,Software Engineer,LinkedIn,76,1,1,1,0,0
C0496,R5,Data Analyst,LinkedIn,63,1,1,0,0,0
C0497,R4,Software Engineer,Careers page,51,1,1,1,0,0
C0498,R1,Data Analyst,Job board,54,1,1,1,0,0
C0499,R3,HR Specialist,LinkedIn,62,1,0,0,0,0
C0500,R3,HR Specialist,Job board,59,1,1,0,0,0
C0501,R4,Data Analyst,LinkedIn,65,1,1,0,0,0
C0502,R4,Marketing Associate,LinkedIn,53,1,1,1,0,0
C0503,R4,Data Analyst,LinkedIn,71,1,1,1,0,0
C0504,R1,HR Specialist,LinkedIn,77,1,1,0,0,0
C0505,R4,Data Analyst,Careers page,60,1,0,0,0,0
C0506,R1,HR Specialist,Job board,61,1,1,0,0,0
C0507,R2,Software Engineer,Careers page,52,1,1,0,0,0
C0508,R2,HR Specialist,LinkedIn,67,1,1,0,0,0
C0509,R5,Software Engineer,LinkedIn,60,1,1,1,0,0
C0510,R4,Software Engineer,LinkedIn,53,1,1,0,0,0
C0511,R2,Marketing Associate,Job board,39,1,0,0,0,0
C0512,R1,HR Specialist,LinkedIn,100,1,1,1,0,0
C0513,R5,HR Specialist,LinkedIn,72,1,1,1,0,0
C0514,R4,Data Analyst,Job board,51,1,0,0,0,0
C0515,R3,Data Analyst,Careers page,40,1,1,0,0,0
C0516,R1,Data Analyst,LinkedIn,67,1,1,0,0,0
C0517,R2,Software Engineer,Job board,42,1,0,0,0,0
C0518,R3,HR Specialist,Careers page,59,1,1,0,0,0
C0519,R1,Software Engineer,LinkedIn,63,1,1,0,0,0
C0520,R3,Data Analyst,Job board,64,1,0,0,0,0
C0521,R4,HR Specialist,LinkedIn,90,1,1,1,0,0
C0522,R4,Software Engineer,LinkedIn,84,1,1,0,0,0
C0523,R4,Data Analyst,LinkedIn,72,1,1,1,0,0
C0524,R1,Data Analyst,Careers page,70,1,0,0,0,0
C0525,R2,Software Engineer,LinkedIn,81,1,1,0,0,0
C0526,R3,Software Engineer,Careers page,60,1,1,0,0,0
C0527,R5,Software Engineer,LinkedIn,98,1,1,1,0,0
C0528,R1,Marketing Associate,Job board,49,1,1,0,0,0
C0529,R5,Data Analyst,LinkedIn,57,1,0,0,0,0
C0530,R4,Marketing Associate,Careers page,62,1,1,1,1,1
C0531,R5,Software Engineer,Job board,48,1,1,0,0,0
C0532,R3,HR Specialist,Job board,62,1,0,0,0,0
C0533,R4,Data Analyst,Job board,50,1,0,0,0,0
C0534,R3,Data Analyst,Careers page,58,1,0,0,0,0
C0535,R1,Software Engineer,Job board,48,1,1,0,0,0
C0536,R3,HR Specialist,Careers page,69,1,1,0,0,0
C0537,R4,HR Specialist,Job board,65,1,1,0,0,0
C0538,R5,Data Analyst,LinkedIn,72,1,1,1,0,0
C0539,R2,Data Analyst,Careers page,35,1,0,0,0,0
C0540,R4,Software Engineer,Job board,72,1,1,0,0,0
C0541,R3,HR Specialist,LinkedIn,57,1,0,0,0,0
C0542,R1,Data Analyst,LinkedIn,71,1,1,1,0,0
C0543,R5,Data Analyst,LinkedIn,98,1,0,0,0,0
C0544,R4,Data Analyst,LinkedIn,51,1,1,1,0,0
C0545,R3,Data Analyst,Job board,53,1,0,0,0,0
C0546,R5,Software Engineer,LinkedIn,51,1,1,0,0,0
C0547,R1,Data Analyst,Job board,44,1,0,0,0,0
C0548,R5,HR Specialist,LinkedIn,80,1,1,0,0,0
C0549,R3,HR Specialist,LinkedIn,87,1,1,0,0,0
C0550,R4,Software Engineer,LinkedIn,67,1,1,0,0,0
C0551,R4,HR Specialist,Careers page,80,1,1,1,1,0
C0552,R1,Data Analyst,Job board,51,1,0,0,0,0
C0553,R2,Marketing Associate,Careers page,63,1,1,0,0,0
C0554,R5,Data Analyst,LinkedIn,83,1,1,1,0,0
C0555,R2,Data Analyst,Job board,29,1,0,0,0,0
C0556,R2,Software Engineer,LinkedIn,62,1,1,0,0,0
C0557,R3,HR Specialist,Job board,47,1,1,1,0,0
C0558,R2,Software Engineer,Careers page,57,1,1,0,0,0
C0559,R2,Software Engineer,LinkedIn,77,1,1,1,0,0
C0560,R1,Marketing Associate,LinkedIn,77,1,1,0,0,0
C0561,R1,Marketing Associate,LinkedIn,97,1,1,0,0,0
C0562,R5,Data Analyst,Careers page,59,1,0,0,0,0
C0563,R3,HR Specialist,Job board,62,1,1,0,0,0
C0564,R1,Data Analyst,LinkedIn,87,1,1,0,0,0
C0565,R3,HR Specialist,Careers page,49,1,0,0,0,0
C0566,R3,Software Engineer,LinkedIn,71,1,1,1,0,0
C0567,R4,Data Analyst,LinkedIn,81,1,1,0,0,0
C0568,R3,Marketing Associate,LinkedIn,74,1,1,0,0,0
C0569,R2,HR Specialist,LinkedIn,64,1,1,0,0,0
C0570,R5,HR Specialist,Job board,56,1,1,0,0,0
C0571,R2,Software Engineer,Careers page,43,1,1,0,0,0
C0572,R5,Software Engineer,Careers page,67,1,1,1,0,0
C0573,R2,HR Specialist,Job board,39,1,0,0,0,0
C0574,R4,Data Analyst,Job board,69,1,0,0,0,0
C0575,R5,HR Specialist,LinkedIn,92,1,1,1,1,0
C0576,R3,Software Engineer,Careers page,62,1,1,0,0,0
C0577,R4,HR Specialist,Careers page,50,1,0,0,0,0
C0578,R1,HR Specialist,Careers page,66,1,1,0,0,0
C0579,R2,Software Engineer,Job board,55,1,0,0,0,0
C0580,R2,HR Specialist,Job board,44,1,1,0,0,0
C0581,R5,Software Engineer,Job board,49,1,1,0,0,0
C0582,R3,Data Analyst,Job board,63,1,1,0,0,0
C0583,R5,HR Specialist,Job board,53,1,0,0,0,0
C0584,R4,Data Analyst,Job board,39,1,0,0,0,0
C0585,R5,HR Specialist,LinkedIn,52,1,0,0,0,0
C0586,R1,Data Analyst,LinkedIn,77,1,1,1,0,0
C0587,R4,Marketing Associate,Job board,65,1,0,0,0,0
C0588,R3,Data Analyst,Job board,38,1,0,0,0,0
C0589,R5,HR Specialist,Job board,60,1,0,0,0,0
C0590,R2,Data Analyst,Careers page,74,1,1,1,0,0
C0591,R2,Marketing Associate,LinkedIn,71,1,1,1,0,0
C0592,R1,Software Engineer,LinkedIn,68,1,0,0,0,0
C0593,R5,HR Specialist,LinkedIn,56,1,1,1,1,1
C0594,R1,Data Analyst,LinkedIn,71,1,0,0,0,0
C0595,R1,Software Engineer,LinkedIn,71,1,1,0,0,0
C0596,R5,HR Specialist,LinkedIn,66,1,1,1,1,0
C0597,R2,Data Analyst,Job board,59,1,1,0,0,0
C0598,R4,Data Analyst,LinkedIn,82,1,1,1,1,0
C0599,R5,HR Specialist,LinkedIn,78,1,1,1,0,0
C0600,R1,Data Analyst,LinkedIn,66,1,1,0,0,0
C0601,R1,HR Specialist,Job board,59,1,1,0,0,0
C0602,R3,Marketing Associate,LinkedIn,79,1,0,0,0,0
C0603,R1,Data Analyst,LinkedIn,51,1,1,0,0,0
C0604,R4,Software Engineer,LinkedIn,54,1,1,1,0,0
C0605,R1,Data Analyst,LinkedIn,75,1,1,1,1,1
C0606,R3,HR Specialist,Job board,49,1,0,0,0,0
C0607,R1,Software Engineer,Careers page,47,1,0,0,0,0
C0608,R5,Data Analyst,Job board,69,1,0,0,0,0
C0609,R4,Software Engineer,Job board,52,1,0,0,0,0
C0610,R4,Data Analyst,Job board,62,1,0,0,0,0
C0611,R2,Data Analyst,LinkedIn,79,1,1,1,0,0
C0612,R1,Data Analyst,Job board,29,1,0,0,0,0
C0613,R1,HR Specialist,LinkedIn,74,1,1,1,1,1
C0614,R5,HR Specialist,LinkedIn,59,1,1,1,0,0
C0615,R2,Data Analyst,Job board,81,1,1,1,0,0
C0616,R3,Marketing Associate,Careers page,57,1,0,0,0,0
C0617,R5,Data Analyst,LinkedIn,82,1,1,1,1,0
C0618,R3,Marketing Associate,Job board,46,1,0,0,0,0
C0619,R5,Software Engineer,Job board,53,1,1,1,0,0
C0620,R1,HR Specialist,Careers page,74,1,1,0,0,0
C0621,R5,Data Analyst,LinkedIn,67,1,0,0,0,0
C0622,R5,Data Analyst,LinkedIn,60,1,1,1,1,0
C0623,R3,Software Engineer,LinkedIn,62,1,0,0,0,0
C0624,R4,Marketing Associate,LinkedIn,53,1,1,1,0,0
C0625,R1,HR Specialist,Job board,67,1,1,1,1,1
C0626,R4,Software Engineer,Careers page,65,1,0,0,0,0
C0627,R4,Software Engineer,Job board,52,1,1,0,0,0
C0628,R5,HR Specialist,LinkedIn,83,1,1,1,1,0
C0629,R4,Data Analyst,Careers page,78,1,1,1,0,0
C0630,R4,Marketing Associate,LinkedIn,71,1,1,0,0,0
C0631,R3,Data Analyst,LinkedIn,78,1,1,1,1,0
C0632,R5,HR Specialist,Careers page,68,1,1,0,0,0
C0633,R2,Software Engineer,LinkedIn,75,1,1,1,0,0
C0634,R3,Data Analyst,LinkedIn,65,1,1,0,0,0
C0635,R1,HR Specialist,LinkedIn,68,1,1,1,0,0
C0636,R1,Data Analyst,LinkedIn,58,1,0,0,0,0
C0637,R5,HR Specialist,LinkedIn,85,1,1,1,0,0
C0638,R3,Data Analyst,Job board,78,1,0,0,0,0
C0639,R3,HR Specialist,Careers page,72,1,1,0,0,0
C0640,R4,HR Specialist,LinkedIn,79,1,1,0,0,0
C0641,R2,Marketing Associate,LinkedIn,80,1,1,1,0,0
C0642,R3,Data Analyst,LinkedIn,81,1,1,1,1,1
C0643,R5,Data Analyst,LinkedIn,75,1,1,1,1,0
C0644,R4,Data Analyst,Job board,55,1,1,1,0,0
C0645,R1,Data Analyst,LinkedIn,74,1,1,1,1,1
C0646,R2,Data Analyst,Job board,42,1,1,1,0,0
C0647,R3,Data Analyst,LinkedIn,68,1,1,0,0,0
C0648,R1,Marketing Associate,LinkedIn,77,1,1,0,0,0
C0649,R4,Data Analyst,Careers page,56,1,1,0,0,0
C0650,R2,HR Specialist,LinkedIn,77,1,1,1,0,0
C0651,R3,Software Engineer,Careers page,48,1,1,0,0,0
C0652,R5,Software Engineer,Job board,72,1,1,0,0,0
C0653,R2,HR Specialist,LinkedIn,65,1,1,1,1,1
C0654,R2,Data Analyst,Job board,56,1,0,0,0,0
C0655,R3,HR Specialist,LinkedIn,67,1,0,0,0,0
C0656,R5,Data Analyst,LinkedIn,49,1,1,1,0,0
C0657,R5,HR Specialist,Job board,52,1,0,0,0,0
C0658,R1,Data Analyst,LinkedIn,65,1,1,0,0,0
C0659,R2,Data Analyst,Careers page,70,1,1,1,0,0
C0660,R4,HR Specialist,LinkedIn,77,1,1,0,0,0
C0661,R5,Data Analyst,LinkedIn,82,1,1,1,0,0
C0662,R3,Data Analyst,LinkedIn,84,1,1,1,1,0
C0663,R1,Software Engineer,LinkedIn,90,1,1,1,0,0
C0664,R3,Data Analyst,LinkedIn,79,1,1,0,0,0
C0665,R1,Data Analyst,LinkedIn,70,1,1,0,0,0
C0666,R1,Software Engineer,LinkedIn,60,1,0,0,0,0
C0667,R5,HR Specialist,LinkedIn,82,1,1,0,0,0
C0668,R1,HR Specialist,LinkedIn,70,1,1,1,1,1
C0669,R3,Data Analyst,LinkedIn,77,1,1,1,0,0
C0670,R1,Data Analyst,Job board,53,1,1,0,0,0
C0671,R1,HR Specialist,LinkedIn,66,1,1,1,0,0
C0672,R2,Data Analyst,LinkedIn,49,1,1,1,0,0
C0673,R1,Data Analyst,Careers page,66,1,1,1,0,0
C0674,R4,Software Engineer,LinkedIn,73,1,1,0,0,0
C0675,R4,Data Analyst,Job board,47,1,0,0,0,0
C0676,R2,Data Analyst,Careers page,62,1,1,1,0,0
C0677,R3,Marketing Associate,Careers page,70,1,1,0,0,0
C0678,R1,Data Analyst,Job board,67,1,0,0,0,0
C0679,R2,Software Engineer,Job board,59,1,1,0,0,0
C0680,R4,Software Engineer,LinkedIn,58,1,0,0,0,0
C0681,R3,Data Analyst,LinkedIn,54,1,1,1,0,0
C0682,R3,Software Engineer,LinkedIn,63,1,0,0,0,0
C0683,R5,HR Specialist,LinkedIn,66,1,1,0,0,0
C0684,R5,Data Analyst,LinkedIn,78,1,1,0,0,0
C0685,R5,Data Analyst,Job board,62,1,1,1,0,0
C0686,R2,HR Specialist,LinkedIn,80,1,1,0,0,0
C0687,R2,Data Analyst,LinkedIn,94,1,1,1,1,1
C0688,R1,Data Analyst,LinkedIn,70,1,1,0,0,0
C0689,R2,HR Specialist,Job board,51,1,0,0,0,0
C0690,R4,Software Engineer,Careers page,57,1,0,0,0,0
C0691,R1,HR Specialist,Job board,56,1,0,0,0,0
C0692,R2,HR Specialist,Job board,67,1,1,1,1,1
C0693,R2,Data Analyst,Job board,50,1,0,0,0,0
C0694,R1,Marketing Associate,Job board,48,1,1,1,0,0
C0695,R4,Marketing Associate,LinkedIn,58,1,1,1,0,0
C0696,R2,Software Engineer,LinkedIn,76,1,1,1,0,0
C0697,R1,Data Analyst,LinkedIn,55,1,1,0,0,0
C0698,R1,HR Specialist,LinkedIn,76,1,1,1,0,0
C0699,R4,Software Engineer,LinkedIn,53,1,1,0,0,0
C0700,R4,Data Analyst,LinkedIn,66,1,0,0,0,0
C0701,R5,Data Analyst,Job board,29,1,0,0,0,0
C0702,R4,HR Specialist,Job board,40,1,1,0,0,0
C0703,R1,Software Engineer,Careers page,46,1,1,0,0,0
C0704,R5,Data Analyst,Job board,92,1,1,1,1,0
C0705,R4,Data Analyst,LinkedIn,87,1,1,1,1,0
C0706,R2,HR Specialist,Careers page,59,1,1,1,0,0
C0707,R2,Data Analyst,Job board,51,1,1,0,0,0
C0708,R4,HR Specialist,LinkedIn,59,1,1,1,1,1
C0709,R1,Data Analyst,Careers page,49,1,0,0,0,0
C0710,R4,HR Specialist,LinkedIn,60,1,1,0,0,0
C0711,R2,HR Specialist,Careers page,61,1,0,0,0,0
C0712,R2,Data Analyst,LinkedIn,61,1,1,0,0,0
C0713,R3,Marketing Associate,LinkedIn,58,1,0,0,0,0
C0714,R3,HR Specialist,Careers page,62,1,1,0,0,0
C0715,R2,Software Engineer,Job board,54,1,1,0,0,0
C0716,R4,Data Analyst,Job board,45,1,1,0,0,0
C0717,R1,Marketing Associate,LinkedIn,63,1,0,0,0,0
C0718,R1,Data Analyst,Job board,51,1,1,0,0,0
C0719,R5,Software Engineer,Job board,40,1,1,1,0,0
C0720,R1,Data Analyst,LinkedIn,54,1,1,0,0,0
C0721,R4,Software Engineer,LinkedIn,60,1,1,0,0,0
C0722,R3,Data Analyst,Job board,54,1,0,0,0,0
C0723,R3,Software Engineer,Job board,45,1,0,0,0,0
C0724,R5,HR Specialist,LinkedIn,99,1,1,1,0,0
C0725,R2,HR Specialist,LinkedIn,75,1,1,0,0,0
C0726,R3,Software Engineer,Job board,56,1,1,0,0,0
C0727,R5,Data Analyst,Careers page,54,1,0,0,0,0
C0728,R2,HR Specialist,LinkedIn,90,1,1,0,0,0
C0729,R3,Data Analyst,LinkedIn,51,1,1,0,0,0
C0730,R1,HR Specialist,Careers page,80,1,1,1,0,0
C0731,R4,Data Analyst,LinkedIn,72,1,1,0,0,0
C0732,R5,Data Analyst,Job board,66,1,1,0,0,0
C0733,R3,HR Specialist,LinkedIn,73,1,0,0,0,0
C0734,R5,HR Specialist,Job board,69,1,1,0,0,0
C0735,R1,Software Engineer,Job board,57,1,1,0,0,0
C0736,R4,HR Specialist,Careers page,57,1,1,1,0,0
C0737,R3,Software Engineer,Careers page,63,1,1,0,0,0
C0738,R5,HR Specialist,Job board,47,1,0,0,0,0
C0739,R4,HR Specialist,LinkedIn,91,1,1,1,0,0
C0740,R1,HR Specialist,LinkedIn,89,1,1,1,0,0
C0741,R5,Data Analyst,Careers page,44,1,1,1,0,0
C0742,R1,HR Specialist,LinkedIn,69,1,1,0,0,0
C0743,R1,Marketing Associate,LinkedIn,69,1,0,0,0,0
C0744,R2,Marketing Associate,LinkedIn,63,1,1,0,0,0
C0745,R4,Software Engineer,Job board,75,1,1,1,0,0
C0746,R2,Software Engineer,LinkedIn,74,1,1,1,0,0
C0747,R3,Marketing Associate,LinkedIn,70,1,1,1,1,0
C0748,R1,HR Specialist,LinkedIn,60,1,1,0,0,0
C0749,R3,Data Analyst,LinkedIn,100,1,1,0,0,0
C0750,R5,Software Engineer,LinkedIn,70,1,1,1,0,0
C0751,R4,HR Specialist,Job board,67,1,1,0,0,0
C0752,R4,Data Analyst,Job board,62,1,1,0,0,0
C0753,R1,HR Specialist,Job board,74,1,0,0,0,0
C0754,R1,HR Specialist,LinkedIn,56,1,0,0,0,0
C0755,R2,Marketing Associate,Job board,61,1,1,0,0,0
C0756,R2,Data Analyst,Job board,47,1,1,0,0,0
C0757,R2,Data Analyst,LinkedIn,62,1,1,0,0,0
C0758,R5,Software Engineer,LinkedIn,69,1,1,0,0,0
C0759,R1,Software Engineer,LinkedIn,55,1,1,1,0,0
C0760,R1,HR Specialist,LinkedIn,62,1,1,1,1,1
C0761,R2,Data Analyst,LinkedIn,68,1,0,0,0,0
C0762,R1,Data Analyst,Job board,66,1,0,0,0,0
C0763,R2,Data Analyst,LinkedIn,67,1,1,1,0,0
C0764,R2,HR Specialist,Careers page,51,1,0,0,0,0
C0765,R2,Data Analyst,Job board,53,1,1,1,1,0
C0766,R1,Marketing Associate,LinkedIn,62,1,0,0,0,0
C0767,R1,Software Engineer,Job board,54,1,1,0,0,0
C0768,R4,Data Analyst,LinkedIn,71,1,1,0,0,0
C0769,R3,HR Specialist,LinkedIn,55,1,0,0,0,0
C0770,R3,Data Analyst,Job board,68,1,1,0,0,0
C0771,R5,Data Analyst,LinkedIn,68,1,0,0,0,0
C0772,R3,Data Analyst,Job board,42,1,1,1,0,0
C0773,R3,Marketing Associate,LinkedIn,54,1,1,1,1,0
C0774,R3,Data Analyst,Job board,58,1,0,0,0,0
C0775,R1,Software Engineer,Job board,70,1,0,0,0,0
C0776,R4,Software Engineer,Careers page,66,1,0,0,0,0
C0777,R4,Data Analyst,Careers page,62,1,1,1,0,0
C0778,R4,Data Analyst,Careers page,83,1,1,1,0,0
C0779,R2,HR Specialist,LinkedIn,43,1,1,1,0,0
C0780,R3,HR Specialist,LinkedIn,84,1,0,0,0,0
C0781,R4,Data Analyst,LinkedIn,66,1,1,1,0,0
C0782,R3,Data Analyst,LinkedIn,73,1,1,1,1,1
C0783,R1,Data Analyst,Job board,60,1,1,1,1,1
C0784,R3,HR Specialist,Careers page,57,1,1,1,1,1
C0785,R3,Marketing Associate,LinkedIn,52,1,0,0,0,0
C0786,R2,HR Specialist,Job board,22,1,0,0,0,0
C0787,R1,Marketing Associate,LinkedIn,62,1,1,0,0,0
C0788,R1,Data Analyst,LinkedIn,74,1,1,1,0,0
C0789,R4,Software Engineer,Job board,63,1,1,1,0,0
C0790,R5,Data Analyst,LinkedIn,70,1,0,0,0,0
C0791,R5,Data Analyst,Job board,35,1,0,0,0,0
C0792,R2,Data Analyst,Job board,42,1,0,0,0,0
C0793,R1,Data Analyst,Careers page,41,1,1,0,0,0
C0794,R2,Data Analyst,LinkedIn,62,1,1,1,0,0
C0795,R3,Data Analyst,LinkedIn,66,1,1,0,0,0
C0796,R4,Data Analyst,LinkedIn,35,1,0,0,0,0
C0797,R1,Software Engineer,Careers page,85,1,1,1,0,0
C0798,R4,Data Analyst,LinkedIn,59,1,1,0,0,0
C0799,R4,Data Analyst,LinkedIn,79,1,1,1,1,0
C0800,R4,Marketing Associate,Job board,49,1,0,0,0,0
C0801,R2,Data Analyst,LinkedIn,52,1,1,1,0,0
C0802,R4,Data Analyst,Careers page,64,1,1,0,0,0
C0803,R1,HR Specialist,LinkedIn,47,1,1,0,0,0
C0804,R1,HR Specialist,Job board,77,1,1,1,1,1
C0805,R4,Marketing Associate,Careers page,63,1,0,0,0,0
C0806,R5,HR Specialist,LinkedIn,49,1,0,0,0,0
C0807,R2,Software Engineer,Job board,61,1,0,0,0,0
C0808,R2,HR Specialist,Job board,38,1,0,0,0,0
C0809,R3,Data Analyst,LinkedIn,77,1,1,1,1,1
C0810,R3,HR Specialist,Careers page,44,1,0,0,0,0
C0811,R1,Data Analyst,LinkedIn,77,1,1,0,0,0
C0812,R3,Software Engineer,LinkedIn,65,1,1,0,0,0
C0813,R4,Data Analyst,Careers page,74,1,1,0,0,0
C0814,R5,Software Engineer,LinkedIn,63,1,1,1,0,0
C0815,R3,HR Specialist,Careers page,63,1,0,0,0,0
C0816,R1,Data Analyst,LinkedIn,77,1,1,1,0,0
C0817,R4,Software Engineer,LinkedIn,73,1,1,1,1,1
C0818,R1,Data Analyst,LinkedIn,68,1,1,0,0,0
C0819,R2,Data Analyst,LinkedIn,54,1,1,0,0,0
C0820,R2,HR Specialist,LinkedIn,57,1,1,1,0,0
C0821,R3,Software Engineer,Careers page,52,1,1,1,0,0
C0822,R4,HR Specialist,LinkedIn,62,1,1,1,0,0
C0823,R2,HR Specialist,Job board,51,1,1,0,0,0
C0824,R5,Data Analyst,Careers page,42,1,0,0,0,0
C0825,R3,Software Engineer,LinkedIn,50,1,1,1,1,1
C0826,R1,HR Specialist,Job board,54,1,0,0,0,0
C0827,R2,Data Analyst,Job board,48,1,0,0,0,0
C0828,R1,Software Engineer,LinkedIn,73,1,1,0,0,0
C0829,R4,Data Analyst,LinkedIn,79,1,1,1,1,1
C0830,R3,HR Specialist,LinkedIn,56,1,1,0,0,0
C0831,R1,Data Analyst,LinkedIn,92,1,1,1,1,1
C0832,R3,Data Analyst,Job board,70,1,0,0,0,0
C0833,R2,Software Engineer,Job board,66,1,1,0,0,0
C0834,R3,HR Specialist,LinkedIn,64,1,0,0,0,0
C0835,R3,Software Engineer,LinkedIn,50,1,1,1,1,1
C0836,R2,Data Analyst,LinkedIn,74,1,1,1,1,1
C0837,R3,HR Specialist,LinkedIn,80,1,1,1,0,0
C0838,R3,HR Specialist,LinkedIn,81,1,1,1,0,0
C0839,R4,Marketing Associate,Careers page,47,1,1,0,0,0
C0840,R1,HR Specialist,LinkedIn,59,1,1,0,0,0
C0841,R5,Data Analyst,Careers page,69,1,1,0,0,0
C0842,R3,Marketing Associate,Careers page,78,1,1,0,0,0
C0843,R2,Software Engineer,LinkedIn,83,1,1,1,0,0
C0844,R1,HR Specialist,Job board,69,1,0,0,0,0
C0845,R2,HR Specialist,LinkedIn,55,1,0,0,0,0
C0846,R4,Software Engineer,Job board,53,1,0,0,0,0
C0847,R5,Data Analyst,Job board,58,1,1,0,0,0
C0848,R1,Software Engineer,Careers page,73,1,1,0,0,0
C0849,R1,Software Engineer,Careers page,72,1,1,1,1,1
C0850,R1,HR Specialist,Careers page,64,1,1,1,1,1
C0851,R4,Marketing Associate,LinkedIn,70,1,1,0,0,0
C0852,R3,Data Analyst,LinkedIn,53,1,1,1,0,0
C0853,R5,Software Engineer,LinkedIn,77,1,1,1,0,0
C0854,R3,HR Specialist,Job board,42,1,1,0,0,0
C0855,R2,Data Analyst,Job board,46,1,0,0,0,0
C0856,R4,HR Specialist,Job board,36,1,0,0,0,0
C0857,R5,Data Analyst,LinkedIn,72,1,1,0,0,0
C0858,R1,HR Specialist,LinkedIn,80,1,1,1,1,1
C0859,R1,Marketing Associate,LinkedIn,66,1,1,1,0,0
C0860,R5,HR Specialist,Careers page,59,1,1,1,0,0
C0861,R4,HR Specialist,Job board,58,1,0,0,0,0
C0862,R1,HR Specialist,Job board,76,1,1,1,1,1
C0863,R3,Software Engineer,LinkedIn,54,1,1,1,1,1
C0864,R2,Software Engineer,LinkedIn,65,1,0,0,0,0
C0865,R2,Data Analyst,LinkedIn,67,1,1,0,0,0
C0866,R4,HR Specialist,Job board,46,1,0,0,0,0
C0867,R1,Software Engineer,LinkedIn,64,1,1,0,0,0
C0868,R1,HR Specialist,Careers page,75,1,1,0,0,0
C0869,R2,Data Analyst,LinkedIn,71,1,1,1,0,0
C0870,R2,HR Specialist,LinkedIn,75,1,1,1,0,0
C0871,R1,Software Engineer,LinkedIn,72,1,0,0,0,0
C0872,R1,HR Specialist,LinkedIn,55,1,1,0,0,0
C0873,R3,Data Analyst,Job board,48,1,1,0,0,0
C0874,R2,Marketing Associate,Careers page,63,1,1,0,0,0
C0875,R5,Data Analyst,LinkedIn,46,1,1,0,0,0
